51, 0
52, 0
53, 0
54, 0
55, 0
56, 0
57, 0
58, 0
59, 0
60, 0
61, 0
62, 0
63, 0
1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 0
8, 0
9, 0
10, 0
11, 0
12, 0
13, 0
14, 0
15, 0
16, 0
17, 0
18, 0
19, 0
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
31, 0
32, 0
33, 0
34, 0
35, 0
1, 0
2, 0
3, 0
4, 0
5, 0
1, 0
2, 0
3, 0
4, 0
5, 0
1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 0
8, 0
9, 0
10, 0
11, 0
12, 0
13, 0
14, 0
15, 0
16, 0
17, 0
18, 0
19, 0
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
31, 0
32, 0
33, 0
34, 0
35, 0
36, 0
1, 0
2, 0
3, 0
4, 0
1, 1626
2, 1619
3, 890
4, 172
5, 995
6, 1456
7, 1532
8, 1516
9, 1436
10, 983
1, 37
2, 42
3, 41
4, 27
5, 66
6, 58
7, 36
8, 36
9, 36
10, 36
11, 36
12, 36
13, 36
14, 36
15, 36
16, 36
17, 36
18, 36
19, 51
20, 311
21, 260
22, 258
23, 243
24, 225
25, 172
26, 186
27, 225
28, 188
29, 71
30, 66
31, 63
32, 62
33, 62
34, 61
35, 61
36, 61
37, 59
38, 59
39, 61
40, 59
41, 58
42, 58
43, 60
44, 60
45, 60
46, 60
47, 59
48, 57
49, 57
50, 57
51, 56
52, 54
53, 54
54, 54
55, 54
56, 53
57, 52
58, 54
59, 53
60, 53
61, 54
62, 37
63, 51
64, 52
65, 52
66, 52
67, 52
68, 55
69, 53
70, 45
71, 48
72, 45
73, 53
74, 52
75, 52
76, 41
77, 41
78, 41
79, 38
80, 39
81, 40
82, 42
83, 41
84, 41
85, 41
86, 41
87, 41
88, 40
89, 38
90, 39
91, 40
92, 39
93, 39
94, 39
95, 39
96, 39
97, 39
98, 39
99, 39
100, 38
101, 38
102, 38
103, 39
104, 39
105, 38
106, 39
107, 38
108, 38
109, 38
110, 33
111, 33
112, 37
113, 38
114, 37
115, 32
116, 33
117, 33
118, 33
119, 33
120, 32
121, 33
122, 37
123, 34
124, 33
125, 32
126, 32
127, 32
128, 32
129, 32
130, 32
131, 32
132, 32
133, 32
134, 32
135, 32
136, 32
137, 33
138, 33
139, 33
140, 33
141, 33
142, 32
143, 32
144, 34
145, 34
146, 34
147, 32
148, 33
149, 33
150, 33
151, 33
152, 33
153, 33
154, 33
155, 39
156, 38
157, 38
158, 33
159, 34
160, 33
161, 32
162, 32
163, 33
164, 34
165, 36
166, 33
167, 30
168, 31
169, 30
170, 27
171, 35
172, 36
173, 35
174, 38
175, 36
176, 37
177, 37
178, 37
179, 37
180, 37
181, 37
182, 37
183, 39
184, 39
185, 38
186, 38
187, 38
188, 38
189, 38
190, 38
191, 38
192, 38
193, 39
194, 39
195, 39
196, 40
197, 40
198, 40
199, 40
200, 40
201, 39
202, 39
203, 39
204, 39
205, 39
206, 39
207, 39
208, 39
209, 39
210, 39
211, 39
212, 39
213, 39
214, 39
215, 34
216, 34
217, 35
218, 34
219, 34
220, 34
221, 35
222, 34
223, 34
224, 34
225, 34
226, 34
227, 34
228, 34
229, 34
230, 34
231, 34
232, 34
233, 34
234, 34
235, 34
236, 34
237, 34
238, 34
239, 34
240, 34
241, 34
242, 34
243, 34
244, 34
245, 34
246, 34
247, 34
248, 34
249, 34
250, 34
251, 34
252, 34
253, 33
254, 33
255, 34
256, 34
257, 34
258, 34
259, 34
260, 34
261, 34
262, 34
263, 33
264, 33
265, 33
266, 33
267, 34
268, 33
269, 33
270, 33
271, 33
272, 33
273, 33
274, 33
275, 33
276, 33
277, 33
278, 33
279, 33
280, 33
281, 33
282, 33
283, 33
284, 33
285, 33
286, 33
287, 33
288, 33
289, 33
290, 33
291, 33
292, 32
293, 32
294, 33
295, 33
296, 33
297, 33
298, 33
299, 33
300, 33
301, 33
302, 33
303, 33
304, 33
305, 33
306, 33
307, 32
308, 33
309, 33
310, 32
311, 32
312, 30
313, 32
314, 31
315, 31
316, 28
317, 31
318, 31
319, 32
320, 32
321, 32
322, 31
323, 29
324, 31
325, 31
326, 31
327, 31
328, 31
329, 31
330, 31
331, 31
332, 31
333, 31
334, 31
335, 31
336, 31
337, 31
338, 32
339, 32
340, 32
341, 32
342, 32
343, 32
344, 32
345, 32
346, 32
347, 32
348, 32
349, 32
350, 32
351, 32
352, 32
353, 32
